3421;arms_factory;4789.00;17.15;1062.00;4.99;0
3421;arms_factory;4800.00;11.68;1054.00;6.20;0
3421;arms_factory;4784.00;11.55;1082.00;4.03;0
3421;arms_factory;4779.00;13.23;1063.00;5.59;0
3421;arms_factory;4797.00;11.25;1052.00;1.97;0
3421;arms_factory;4785.00;12.25;1080.00;6.09;0
3421;industrial_complex;4781.00;13.07;1061.00;2.48;0
3421;industrial_complex;4794.00;10.50;1050.00;4.04;0
3421;industrial_complex;4794.00;11.00;1089.00;0.42;0
3421;industrial_complex;4766.00;10.65;1060.00;4.54;0
3421;industrial_complex;4789.00;10.12;1048.00;6.10;0
3421;industrial_complex;4796.00;11.95;1083.00;2.49;0
3421;air_base;4763.00;10.73;1061.00;5.15;0
3421;supply_node;4788.00;9.60;1040.00;2.60;0
3421;supply_node;4770.00;9.62;1041.00;5.54;0
3421;supply_node;4753.00;9.60;1051.00;2.19;0
3421;supply_node;4781.00;10.18;1052.00;4.77;0
3421;supply_node;4795.00;11.20;1052.00;1.43;0
3421;supply_node;4766.00;10.12;1052.00;2.90;0
3421;supply_node;4775.00;11.40;1062.00;0.66;0
3421;supply_node;4789.00;19.10;1065.00;3.59;0
3421;supply_node;4760.00;10.70;1063.00;5.08;0
3421;supply_node;4772.00;11.30;1074.00;2.83;0
3421;supply_node;4762.00;11.15;1069.00;4.31;0
3421;supply_node;4795.00;14.50;1079.00;0.96;0
3421;supply_node;4783.00;11.90;1080.00;3.55;0
3421;bunker;4778.00;12.20;1076.00;6.17;0
3421;bunker;4782.00;13.55;1076.00;2.55;0
3421;bunker;4790.00;19.43;1072.00;5.22;0
3421;bunker;4754.00;10.32;1063.00;1.95;0
3421;bunker;4764.00;9.68;1044.00;3.16;0
3421;bunker;4771.00;10.57;1058.00;1.00;0
3421;bunker;4761.00;9.88;1048.00;3.66;0
3421;bunker;4793.00;10.30;1049.00;5.22;0
3421;bunker;4793.00;12.00;1083.00;1.60;0
3421;bunker;4781.00;9.60;1040.00;5.73;0
3421;bunker;4783.00;9.85;1045.00;0.65;0
3421;bunker;4768.00;10.12;1052.00;3.67;0
3421;bunker;4764.00;11.15;1072.00;1.51;0
3421;coastal_bunker;4781.00;9.50;1038.00;-0.32;0
3421;coastal_bunker;4745.00;9.50;1052.00;-0.24;0
3421;coastal_bunker;4769.00;9.50;1038.00;0.00;0
3421;stronghold_network;4787.00;12.85;1057.00;4.78;0
3421;dockyard;4795.00;9.50;1035.00;-0.32;0
3421;anti_air_building;4758.00;10.35;1061.00;4.18;0
3421;anti_air_building;4778.00;10.15;1051.00;0.56;0
3421;anti_air_building;4792.00;18.20;1074.00;3.23;0
3421;synthetic_refinery;4787.00;19.35;1071.00;5.89;0
3421;fuel_silo;4785.00;9.98;1048.00;2.63;0
3421;radar_station;4745.00;9.50;1052.00;5.80;0
3421;nuclear_reactor_spawn;4791.00;18.35;1064.00;1.67;0
3421;special_project_facility_spawn;4779.00;9.90;1046.00;5.79;0
3421;special_project_facility_spawn;4798.00;14.90;1061.00;5.90;0
3421;special_project_facility_spawn;4790.00;18.83;1073.00;3.74;0
3421;special_project_facility_spawn;4767.00;9.88;1046.00;0.12;0
3421;special_project_facility_spawn;4781.00;14.95;1064.00;2.78;0
3421;special_project_facility_spawn;4786.00;9.60;1041.00;4.34;0
3421;special_project_facility_spawn;4756.00;10.03;1056.00;2.18;0
3421;special_project_facility_spawn;4775.00;11.53;1076.00;3.39;0
3421;special_project_facility_spawn;4782.00;11.78;1080.00;0.13;0
3421;special_project_facility_spawn;4760.00;10.55;1062.00;4.25;0
3421;special_project_facility_spawn;4798.00;14.57;1060.00;0.63;0
3421;special_project_facility_spawn;4773.00;9.60;1040.00;3.29;0
3421;special_project_facility_spawn;4761.00;11.23;1069.00;4.85;0
3421;rocket_site_spawn;4773.00;11.75;1069.00;2.70;0
3421;naval_base_spawn;4767.00;9.50;1038.00;0.00;20941
3421;naval_base_spawn;4758.00;9.50;1042.00;-0.24;20941
3421;naval_base_spawn;4786.00;9.50;1038.00;-0.32;20941
3421;floating_harbor;4784.79;9.50;1030.36;-3.46;6939
3421;floating_harbor;4770.00;9.50;1032.00;-3.14;6967
3421;floating_harbor;4750.30;9.50;1040.21;-3.39;7021
3;arms_factory;3707.00;16.10;2029.00;1.09;0
3;arms_factory;3769.00;19.75;2020.00;3.76;0
3;arms_factory;3789.00;16.38;2016.00;5.32;0
3;arms_factory;3708.00;20.60;2039.00;1.70;0
3;arms_factory;3788.00;23.43;2032.00;5.82;0
3;arms_factory;3883.00;17.18;2029.00;5.93;0
3;industrial_complex;3798.00;13.10;2011.00;3.76;0
3;industrial_complex;3853.00;16.08;2017.00;0.14;0
3;industrial_complex;3884.00;21.08;2039.00;4.27;0
3;industrial_complex;3858.00;21.77;2027.00;4.37;0
3;industrial_complex;3875.00;18.95;2030.00;2.21;0
3;industrial_complex;3770.00;18.45;2014.00;0.05;0
3;air_base;3826.00;24.43;2046.00;1.26;0
3;supply_node;3795.00;23.08;2031.00;3.50;0
3;bunker;3860.00;22.18;2028.00;0.65;0
3;stronghold_network;3739.00;20.02;2026.00;3.32;0
3;anti_air_building;3763.00;16.65;2016.00;5.98;0
3;anti_air_building;3794.00;12.05;2009.00;2.72;0
3;anti_air_building;3854.00;22.83;2036.00;3.93;0
3;synthetic_refinery;3857.00;21.90;2029.00;1.77;0
3;fuel_silo;3750.00;21.10;2027.00;3.32;0
3;radar_station;3680.00;14.85;2044.00;5.98;0
3;nuclear_reactor_spawn;3806.00;14.78;2012.00;3.83;0
3;special_project_facility_spawn;3821.00;24.93;2037.00;0.21;0
3;rocket_site_spawn;3848.00;21.88;2024.00;3.23;0
4;arms_factory;4912.00;13.88;2001.00;5.32;0
4;arms_factory;4921.00;12.00;2015.00;1.70;0
4;arms_factory;4909.00;14.07;2023.00;5.82;0
4;arms_factory;4927.00;13.85;2038.00;5.93;0
4;arms_factory;4928.00;12.18;1957.00;3.76;0
4;arms_factory;4923.00;10.15;1964.00;0.14;0
4;industrial_complex;4902.00;16.12;1980.00;4.27;0
4;industrial_complex;4913.00;15.05;1988.00;4.37;0
4;industrial_complex;4925.00;13.50;1994.00;2.21;0
4;industrial_complex;4914.00;13.85;2006.00;0.05;0
4;industrial_complex;4913.00;13.78;2023.00;1.26;0
4;industrial_complex;4923.00;11.73;2030.00;4.27;0
4;air_base;4923.00;14.68;2042.00;0.65;0
4;supply_node;4919.00;12.88;1999.00;1.63;0
4;bunker;4907.00;13.53;1972.00;5.98;0
4;coastal_bunker;4925.00;9.65;2017.00;1.28;0
4;stronghold_network;4910.00;16.55;1993.00;3.93;0
4;dockyard;4925.00;9.60;2018.00;1.28;0
4;anti_air_building;4917.00;13.73;2013.00;3.32;0
4;anti_air_building;4918.00;12.62;2028.00;5.99;0
4;anti_air_building;4914.00;13.88;2037.00;3.83;0
4;synthetic_refinery;4924.00;12.32;1955.00;0.21;0
4;fuel_silo;4909.00;12.00;1968.00;3.23;0
4;radar_station;4897.00;15.23;1975.00;4.45;0
4;nuclear_reactor_spawn;4931.00;9.80;1986.00;2.27;0
4;special_project_facility_spawn;4931.00;11.07;1997.00;4.94;0
4;rocket_site_spawn;4910.00;14.05;2004.00;0.21;0
4;naval_base_spawn;4927.00;9.50;1977.00;1.28;21549
4;floating_harbor;5062.00;9.50;2014.00;-1.44;20173
5;arms_factory;1595.00;10.30;2012.00;5.82;0
5;arms_factory;1592.00;13.03;2002.00;5.93;0
5;arms_factory;1608.00;10.95;1999.00;3.76;0
5;arms_factory;1603.00;9.82;1992.00;0.14;0
5;arms_factory;1593.00;13.00;2002.00;4.27;0
5;arms_factory;1609.00;10.28;1999.00;4.37;0
5;industrial_complex;1603.00;9.82;1992.00;2.21;0
5;industrial_complex;1592.00;13.10;2003.00;0.05;0
5;industrial_complex;1593.00;12.73;1999.00;1.26;0
5;industrial_complex;1604.00;9.68;1992.00;4.27;0
5;industrial_complex;1593.00;13.03;2003.00;0.65;0
5;industrial_complex;1593.00;12.85;2000.00;3.32;0
